E_ID,Name,Age,Department,Role,Employment Type,Contract Duration,Band,Exp Yrs,Tenure Yrs,Attendance(%),Leave,Tasks Assigned,Tasks Completed,Tasks Completion Rate(%),Task Quality Score,Goal Achievement(%),Manager Feedback,Teamwork Score,Leadership Score,Client Feedback,Communication,Overtime,Training Hours,Training Completion(%),Performance Score,Performance Category,Recommendation
E0121,Uday Ojha,55,Marketing,Digital Marketing Specialist,Part-Time,12 Months,B5,24.5,17.2,71.7,14,33,20,60.61,60.85,65.37,59.02,77.98,85.14,66.69,74.46,7.8,20,73.27,66.82,Average,PIP
E0122,Rajat Kothari,55,Human Resources,HR Executive,Full-Time,Permanent,B5,28.4,24.8,93.4,3,31,24,77.42,77.68,78.13,71.04,66.22,81.47,79.16,70.54,6.9,25,73.56,76.84,Good,Incentive
E0123,Pranjal Fadnavis,41,AI & Data Science,Data Scientist,Full-Time,Permanent,B4,9.8,4.2,96.5,1,22,16,72.73,74.46,74.79,76.66,82.11,75.1,77.56,83.04,0.0,25,81.2,78.5,Good,Training
E0124,Hansika Kulkarni,39,Finance,Financial Analyst,Full-Time,Permanent,B4,11.8,6.2,98.0,5,19,9,47.37,55.06,58.98,62.22,62.91,63.37,66.04,69.88,5.2,10,54.68,62.33,Average,Training
E0125,Rinkesh Bhandarkar,52,AI & Data Science,Data Scientist,Part-Time,12 Months,B5,21.6,10.8,93.5,3,35,21,60.0,65.89,66.22,65.32,70.01,70.99,69.62,65.6,2.7,25,83.36,69.44,Average,Training
E0126,Dhrupad Anand,28,Sales,Account Manager,Full-Time,Permanent,B1,1.9,0.8,93.0,6,36,27,75.0,79.23,78.89,70.95,80.17,51.1,82.12,80.48,6.9,25,82.07,77.72,Good,Incentive
E0127,Sonakshi Rajawat,46,AI & Data Science,Data Analyst,Full-Time,Permanent,B5,22.0,17.0,76.3,18,36,24,66.67,61.95,68.81,70.6,68.7,74.87,66.12,61.03,3.6,15,50.07,67.31,Average,Training
E0128,Subodh Mahto,53,AI & Data Science,AI Engineer,Full-Time,Permanent,B3,8.8,3.2,96.4,0,32,19,59.38,70.15,68.41,73.88,66.3,71.22,68.05,65.83,4.0,30,84.29,71.51,Good,Training
E0129,Kamlesh Gautam,55,Customer Support,Support Executive,Part-Time,6 Months,B5,31.9,2.2,91.4,6,45,36,80.0,71.01,75.42,71.88,78.69,84.02,70.73,68.57,3.5,50,94.4,77.64,Good,Incentive
E0130,Madhusoodan Jha,43,Customer Support,Support Executive,Full-Time,Permanent,B5,15.3,10.6,69.7,22,44,29,65.91,62.16,66.71,63.89,60.93,77.23,68.9,70.35,21.8,10,63.03,65.84,Average,PIP
E0131,Sushmita Ganguly,55,Customer Support,Support Executive,Full-Time,Permanent,B4,11.6,9.5,72.9,23,33,22,66.67,64.98,65.35,65.4,78.3,71.75,68.04,78.94,6.2,15,67.0,68.77,Average,PIP
E0132,Aryan Gambhir,40,Information Technology,System Administrator,Full-Time,Permanent,B4,11.7,11.3,82.8,9,47,31,65.96,62.47,63.12,70.37,79.9,60.92,70.69,80.44,15.5,20,57.28,69.02,Average,Training
E0133,Chhotelal Ojha,53,Finance,Accountant,Full-Time,Permanent,B5,30.8,1.0,92.3,10,27,17,62.96,60.08,60.38,70.56,59.7,80.64,60.44,60.56,5.1,25,85.94,67.68,Average,Training
E0134,Maheep Narula,25,AI & Data Science,Data Scientist,Contract,12 Months,B2,2.6,0.2,97.6,1,16,12,75.0,82.74,73.22,83.65,82.2,61.53,75.81,74.97,2.8,20,63.85,78.98,Good,Training
E0135,Abhisar Dogra,46,Finance,Financial Analyst,Full-Time,Permanent,B5,17.1,11.1,94.4,9,16,13,81.25,71.85,75.54,73.02,82.25,72.56,78.66,78.54,0.0,20,72.83,78.04,Good,Incentive
E0136,Saraswati Barjatya,44,Human Resources,HR Analyst,Full-Time,Permanent,B4,10.0,0.3,90.1,6,16,12,75.0,80.4,76.61,74.5,69.62,59.92,75.79,77.51,0.0,15,60.84,75.65,Good,Incentive
E0137,Ravindra Vaidya,49,Operations,Operations Manager,Full-Time,Permanent,B5,23.7,20.0,85.3,10,33,24,72.73,65.27,72.58,79.43,78.24,75.89,75.37,77.37,10.8,20,67.26,74.65,Good,Training
E0138,Ramchandra Parekh,48,Marketing,Marketing Executive,Full-Time,Permanent,B4,13.0,8.0,96.7,2,40,28,70.0,77.77,71.96,66.11,82.03,75.12,77.28,74.55,6.1,40,99.01,77.05,Good,Training
E0139,Usha Gunji,55,AI & Data Science,ML Engineer,Full-Time,Permanent,B4,12.1,11.5,97.9,5,20,17,85.0,85.13,83.67,87.82,77.4,76.54,85.05,83.07,0.0,15,51.94,83.6,Excellent,Incentive
E0140,Vinod Athawale,51,AI & Data Science,Data Analyst,Contract,24 Months,B4,12.1,6.8,96.3,1,27,21,77.78,74.13,74.14,76.82,86.6,75.71,78.76,88.02,9.1,20,55.28,78.61,Good,Training
E0141,Rachit Acharya,48,Human Resources,Talent Acquisition Specialist,Full-Time,Permanent,B3,7.4,3.2,90.8,8,35,22,62.86,73.79,67.63,69.57,82.0,65.45,75.24,81.21,8.3,30,70.84,72.99,Good,Training
E0142,Mithun Giri,47,Customer Support,Support Executive,Full-Time,Permanent,B4,13.3,9.7,94.5,3,46,32,69.57,73.12,73.03,73.44,80.46,66.05,73.93,61.32,18.4,15,50.03,73.44,Good,Training
E0143,Jeetendra Shastry,29,Sales,Business Development Executive,Full-Time,Permanent,B2,3.1,0.9,80.4,14,37,24,64.86,74.36,66.75,69.1,67.37,58.54,71.65,69.88,8.9,15,54.8,68.78,Average,Training
E0144,Rudra Phogat,42,Information Technology,Software Engineer,Full-Time,Permanent,B4,14.9,1.4,90.9,8,26,17,65.38,63.26,62.01,65.81,76.87,72.61,62.03,63.6,4.1,25,64.92,68.4,Average,Training
E0145,Sulabha Chawla,38,Customer Support,Customer Success Associate,Full-Time,Permanent,B4,14.1,11.5,92.7,9,38,32,84.21,87.67,83.34,74.14,83.37,73.87,87.23,87.53,11.3,25,65.51,82.72,Excellent,Incentive
E0146,Subhadra Atlani,45,Customer Support,Support Analyst,Full-Time,Permanent,B4,13.1,12.9,95.0,4,46,39,84.78,83.02,80.41,83.14,71.21,73.42,82.0,86.57,5.9,40,87.99,82.82,Excellent,Incentive
E0147,Tanmay Sampla,56,AI & Data Science,Data Scientist,Full-Time,Permanent,B5,23.4,22.6,81.0,6,24,19,79.17,84.14,83.88,87.45,81.12,85.38,80.33,73.4,4.4,25,79.52,82.34,Excellent,Incentive
E0148,Pratibha Ojha,45,Operations,Operations Executive,Full-Time,Permanent,B5,18.6,17.1,96.0,4,29,20,68.97,67.24,69.49,74.29,79.42,72.13,71.83,62.67,9.0,20,75.65,73.65,Good,Training
E0149,Priya Surana,47,Sales,Sales Executive,Full-Time,Permanent,B5,21.7,16.1,94.3,2,36,29,80.56,83.72,76.21,81.33,82.65,83.3,78.39,74.17,12.7,15,48.94,80.21,Excellent,Incentive
E0150,Apoorv Sinha,44,Customer Support,Customer Success Associate,Full-Time,Permanent,B5,19.1,9.6,90.6,2,27,18,66.67,67.35,69.51,65.25,76.51,73.79,69.59,81.65,12.6,40,93.72,72.97,Good,Training
E0151,Tejasvi Garg,44,Human Resources,HR Executive,Full-Time,Permanent,B5,21.4,18.3,93.4,6,35,27,77.14,74.81,71.1,78.3,67.0,86.38,76.16,82.4,7.0,15,67.63,76.87,Good,Training
E0152,Vividha Shirke,28,Operations,Operations Manager,Full-Time,Permanent,B2,2.5,0.8,93.1,3,15,12,80.0,78.45,80.08,83.9,80.47,63.16,76.26,74.78,0.0,10,41.6,78.51,Good,Incentive
E0153,Vartika Marandi,55,Information Technology,Cloud Engineer,Contract,12 Months,B4,12.9,6.7,80.5,14,27,15,55.56,65.17,64.62,72.26,85.96,68.05,68.11,76.51,2.5,30,84.3,70.14,Good,Training
E0154,Pramod Khurrana,27,Sales,Business Development Executive,Full-Time,Permanent,B2,4.8,1.7,81.5,15,48,32,66.67,70.6,67.65,70.45,80.14,61.7,75.01,79.02,14.9,40,97.49,73.13,Good,Training
E0155,Girish Mohanty,28,Information Technology,DevOps Engineer,Full-Time,Permanent,B3,5.5,2.0,92.3,3,30,25,83.33,72.6,79.25,77.51,76.44,57.04,73.88,79.8,2.4,20,76.77,78.15,Good,Incentive
E0156,Akshit Mukherjee,52,Human Resources,Talent Acquisition Specialist,Contract,12 Months,B4,10.7,9.2,80.7,10,40,26,65.0,77.02,69.34,65.51,64.64,68.6,73.23,70.18,4.4,15,67.13,70.02,Good,Training
E0157,Vimal Atrey,38,Human Resources,HR Executive,Full-Time,Permanent,B4,9.7,0.0,93.7,2,25,13,52.0,64.54,61.3,58.47,69.97,56.81,65.79,54.49,1.6,25,70.15,64.18,Average,Training
E0158,Divakar Shukla,52,Customer Support,Support Executive,Full-Time,Permanent,B5,19.3,8.4,90.7,9,47,38,80.85,83.18,77.14,85.02,70.14,75.45,84.14,86.51,15.7,15,48.05,79.72,Good,Incentive
E0159,Manish Agnihotri,41,Sales,Business Development Executive,Full-Time,Permanent,B4,13.9,10.7,93.0,2,41,30,73.17,66.95,74.72,64.97,67.3,61.3,68.01,61.87,9.5,25,62.73,70.7,Good,Training
E0160,Harshita Tanwar,48,Finance,Accountant,Full-Time,Permanent,B4,14.7,13.2,93.1,6,23,20,86.96,87.76,84.83,84.03,88.28,86.55,83.58,86.87,0.0,20,59.01,85.48,Excellent,Incentive
E0161,Indu Kamal,45,Information Technology,Software Engineer,Full-Time,Permanent,B5,21.4,17.9,90.7,3,39,28,71.79,73.12,75.13,67.6,64.54,84.6,71.24,66.46,7.3,15,48.49,72.21,Good,Training
E0162,Sandhya Holkar,34,Information Technology,Cloud Engineer,Full-Time,Permanent,B4,9.8,0.4,97.3,2,25,19,76.0,73.16,74.18,76.34,69.35,71.87,73.9,85.58,3.0,20,79.06,77.14,Good,Training
E0163,Damini Kelkar,23,Operations,Process Analyst,Part-Time,6 Months,B1,0.3,0.2,99.8,1,33,25,75.76,82.69,77.86,79.27,78.55,61.93,79.13,74.94,13.2,30,92.29,80.59,Excellent,Incentive
E0164,Narayani Chaurasiya,54,Operations,Process Analyst,Full-Time,Permanent,B5,23.7,0.3,97.0,3,41,30,73.17,80.34,76.24,80.13,76.21,85.35,77.86,79.78,2.7,25,78.54,79.88,Good,Incentive
E0165,Arjun Awasthi,47,AI & Data Science,Data Analyst,Full-Time,Permanent,B5,22.2,18.9,96.1,7,30,21,70.0,67.22,74.73,65.08,72.7,75.07,68.55,64.84,0.0,20,76.41,72.68,Good,Training
E0166,Mridula Shankar,23,Customer Support,Customer Success Associate,Full-Time,Permanent,B1,0.6,0.0,94.1,6,48,29,60.42,65.67,62.24,70.56,73.43,46.05,67.4,83.72,16.3,20,69.0,68.89,Average,Training
E0167,Sheela Thakkar,27,AI & Data Science,Data Analyst,Full-Time,Permanent,B2,2.5,2.1,96.6,8,31,22,70.97,75.92,68.97,66.94,73.93,59.63,67.6,61.89,3.0,40,84.82,73.17,Good,Training
E0168,Suruchi Patwari,25,AI & Data Science,ML Engineer,Contract,24 Months,B2,2.1,1.6,93.3,10,19,15,78.95,85.68,75.56,82.03,76.24,60.91,82.25,78.33,0.0,30,92.75,81.0,Excellent,Incentive
E0169,Sunil Vats,38,Human Resources,HR Analyst,Contract,24 Months,B4,14.6,6.1,93.5,5,23,19,82.61,78.16,77.96,73.37,69.02,73.24,81.6,83.57,0.0,25,70.35,78.5,Good,Incentive
E0170,Avinash Mehta,44,Marketing,Marketing Executive,Full-Time,Permanent,B5,16.6,16.3,94.8,10,32,28,87.5,86.53,82.88,74.3,73.59,76.31,81.94,72.34,5.3,20,73.7,81.73,Excellent,Incentive
E0171,Manikarnika Trivedi,36,Finance,Financial Analyst,Full-Time,Permanent,B4,10.5,2.1,90.8,6,23,19,82.61,73.76,73.61,79.11,74.74,66.31,72.31,67.61,0.0,25,68.11,76.63,Good,Training
E0172,Sapna Hazari,52,Operations,Operations Manager,Full-Time,Permanent,B5,22.5,20.8,94.8,7,32,20,62.5,59.07,66.24,62.32,81.51,76.86,66.14,80.22,1.0,25,80.24,70.32,Good,Training
E0173,Mukti Saxena,27,Information Technology,Cloud Engineer,Full-Time,Permanent,B2,2.9,2.9,78.5,13,27,18,66.67,61.55,64.34,63.25,75.53,46.65,64.1,60.61,4.8,40,89.92,66.84,Average,Training
E0174,Kumud Srivatsa,48,Marketing,Marketing Executive,Full-Time,Permanent,B5,16.7,16.0,93.9,4,28,18,64.29,68.79,67.04,67.63,78.97,71.54,70.22,82.11,3.5,50,90.46,73.17,Good,Training
E0175,Tanisha Khaitan,43,Sales,Sales Executive,Contract,24 Months,B5,19.7,4.8,77.4,22,49,31,63.27,72.56,65.0,66.13,62.67,75.0,73.18,76.94,8.6,20,62.41,68.43,Average,Training
E0176,Guddoo Shastri,55,AI & Data Science,Data Scientist,Contract,24 Months,B5,21.4,13.4,85.7,8,28,19,67.86,76.23,69.27,78.77,84.44,81.41,77.78,85.21,3.5,10,57.15,75.91,Good,Training
E0177,Arijit Ahuja,45,AI & Data Science,Data Scientist,Full-Time,Permanent,B4,10.1,0.7,97.8,6,27,24,88.89,83.17,83.15,77.09,66.67,57.34,81.78,74.11,11.1,5,53.71,79.64,Good,Incentive
E0178,Narmada Gambhir,27,Information Technology,Cloud Engineer,Full-Time,Permanent,B2,2.3,2.1,94.1,2,30,19,63.33,61.4,62.19,70.79,83.18,54.52,68.35,79.55,8.2,15,69.67,69.99,Average,Training
E0179,Javitri Gurjar,53,Operations,Operations Executive,Full-Time,Permanent,B5,21.1,8.3,90.4,5,43,36,83.72,84.89,84.64,76.28,87.25,76.08,81.65,88.4,8.7,10,56.77,82.34,Excellent,Incentive
E0180,Indresh Narayan,41,Sales,Sales Executive,Full-Time,Permanent,B3,8.3,1.6,94.8,7,24,17,70.83,75.29,70.57,69.54,62.51,61.01,69.43,60.92,0.0,25,79.84,72.23,Good,Training
E0181,Lakshman Prajapati,23,Customer Support,Support Executive,Full-Time,Permanent,B1,0.8,0.6,91.4,7,33,23,69.7,74.7,70.83,72.91,79.8,55.95,69.94,72.14,5.2,15,68.16,73.65,Good,Training
E0182,Bhargav Singhi,26,AI & Data Science,Data Scientist,Full-Time,Permanent,B2,2.5,0.1,92.0,5,16,11,68.75,71.84,71.52,81.55,82.88,58.67,70.79,75.17,0.0,30,88.33,76.19,Good,Training
E0183,Kajal Khemka,38,Finance,Financial Analyst,Full-Time,Permanent,B2,4.1,1.0,98.0,2,31,22,70.97,66.09,66.66,70.6,81.99,53.8,70.96,74.04,6.8,30,75.79,72.88,Good,Training
E0184,Dhwani Parekh,50,AI & Data Science,Data Scientist,Contract,12 Months,B5,15.1,13.9,96.1,5,18,13,72.22,76.76,74.58,81.04,74.37,75.81,75.06,85.63,0.0,25,71.63,78.14,Good,Training
E0185,Ankush Rathi,49,Human Resources,Talent Acquisition Specialist,Full-Time,Permanent,B4,13.9,12.1,92.4,2,36,23,63.89,74.46,69.21,67.82,67.51,62.54,69.73,72.45,0.6,25,72.87,71.18,Good,Training
E0186,Reshama Kamal,34,Sales,Business Development Executive,Full-Time,Permanent,B3,8.8,3.6,81.2,14,25,17,68.0,64.06,68.15,76.36,64.61,71.62,67.3,64.26,0.0,20,79.23,70.19,Good,Training
E0187,Pratyush Deol,55,Information Technology,Cloud Engineer,Full-Time,Permanent,B5,20.2,4.4,90.7,4,34,24,70.59,74.93,70.64,77.16,73.1,81.54,70.49,70.34,5.2,15,68.99,74.95,Good,Training
E0188,Mimansa Reddy,34,AI & Data Science,ML Engineer,Full-Time,Permanent,B2,3.4,2.7,90.6,9,19,14,73.68,81.18,76.96,68.6,80.67,57.3,79.11,85.83,1.1,40,92.44,77.92,Good,Training
E0189,Brahmakumari Kamal,55,Operations,Operations Executive,Full-Time,Permanent,B5,26.6,20.3,90.5,4,28,19,67.86,69.96,67.35,76.96,81.87,79.97,67.08,68.0,1.8,25,65.45,73.58,Good,Training
E0190,Udayraj Sardana,51,Information Technology,DevOps Engineer,Full-Time,Permanent,B4,9.6,4.1,91.3,10,28,23,82.14,80.77,81.35,87.59,71.96,70.23,79.71,76.6,0.0,15,61.48,80.5,Excellent,Incentive
E0191,Sudarshini Menon,53,Marketing,Marketing Analyst,Full-Time,Permanent,B4,11.0,9.5,82.1,7,18,13,72.22,68.2,70.37,68.62,77.5,71.13,68.57,73.87,0.0,10,43.63,70.73,Good,Training
E0192,Kanak Pednekar,57,Information Technology,Software Engineer,Full-Time,Permanent,B5,27.8,25.9,93.3,6,37,28,75.68,83.55,73.87,81.47,74.23,72.41,78.29,67.46,8.4,40,87.95,79.24,Good,Training
E0193,Puneet Advani,48,Finance,Accountant,Full-Time,Permanent,B5,19.6,7.1,94.9,3,28,21,75.0,79.89,75.24,74.48,75.96,83.58,73.77,77.29,7.5,30,92.88,79.15,Good,Incentive
E0194,Ishika Marandi,48,Information Technology,DevOps Engineer,Full-Time,Permanent,B4,14.4,0.1,84.6,13,17,11,64.71,68.37,66.45,63.22,65.32,68.55,71.36,70.71,0.7,15,58.57,67.86,Average,Training
E0195,Devasena Mohapatra,56,Sales,Account Manager,Full-Time,Permanent,B5,20.2,11.9,66.6,12,27,17,62.96,69.51,72.6,75.76,68.73,86.88,71.09,67.28,12.9,15,49.83,69.41,Average,PIP
E0196,Ankita Gurjar,29,Customer Support,Support Executive,Full-Time,Permanent,B3,6.4,1.7,97.4,3,56,45,80.36,82.63,77.43,73.37,66.59,66.69,79.39,68.63,18.6,20,74.47,77.93,Good,Incentive
E0197,Milind Holkar,33,Customer Support,Support Executive,Full-Time,Permanent,B4,9.8,9.4,96.7,5,56,37,66.07,76.16,75.2,76.67,66.56,70.49,74.35,69.26,11.3,10,53.14,73.8,Good,Training
E0198,Preksha Shah,47,AI & Data Science,ML Engineer,Contract,6 Months,B4,14.8,1.8,91.6,2,15,9,60.0,68.3,64.7,62.22,77.23,64.87,65.79,65.94,2.5,15,71.46,68.57,Average,Training
E0199,Revati Arora,32,Finance,Financial Analyst,Full-Time,Permanent,B3,5.3,4.5,81.6,7,33,22,66.67,72.84,73.64,77.78,79.58,69.4,73.35,83.79,9.0,20,55.24,73.85,Good,Training
E0200,Ratnesh Unadkat,46,Customer Support,Support Analyst,Full-Time,Permanent,B5,19.0,14.9,85.1,14,21,12,57.14,61.61,64.18,59.63,71.42,76.28,67.34,77.62,0.0,20,64.02,66.3,Average,Training
E0201,Kanaklata Priyadarshini,57,Human Resources,HR Executive,Full-Time,Permanent,B5,24.6,14.2,92.7,6,26,19,73.08,70.69,72.73,77.82,65.86,80.67,72.4,73.79,12.7,25,85.71,75.63,Good,Training
E0202,Kamini Oberoi,40,AI & Data Science,ML Engineer,Full-Time,Permanent,B4,13.3,9.4,92.0,9,26,20,76.92,80.59,78.03,76.74,80.97,66.25,74.13,66.89,0.3,15,66.1,77.81,Good,Incentive
E0203,Indrasen Atlani,54,Human Resources,HR Executive,Contract,12 Months,B5,21.2,0.6,93.8,3,18,14,77.78,72.65,71.98,75.91,74.0,75.23,73.66,85.22,0.0,30,70.71,76.77,Good,Training
E0204,Garima Prakash,54,Finance,Finance Executive,Contract,24 Months,B5,18.7,18.1,90.9,9,35,22,62.86,71.46,72.07,71.81,75.7,84.83,73.27,77.46,5.6,15,49.74,72.66,Good,Training
E0205,Revati Chawla,35,Information Technology,Software Engineer,Full-Time,Permanent,B4,11.2,9.5,84.2,5,37,23,62.16,74.04,73.36,73.7,68.86,63.47,69.29,60.85,13.3,20,69.01,70.93,Good,Training
E0206,Archita Khajuria,57,Sales,Business Development Executive,Part-Time,6 Months,B5,15.7,6.6,86.9,14,45,35,77.78,80.2,75.79,79.21,71.48,69.11,74.02,77.09,12.7,10,42.76,75.93,Good,Incentive
E0207,Yashodhara Jaitley,39,Sales,Business Development Executive,Full-Time,Permanent,B3,6.2,6.0,78.6,19,28,18,64.29,61.48,64.83,58.95,54.87,49.37,63.32,57.68,5.3,20,72.42,62.92,Average,Training
E0208,Janardan Malhotra,42,Operations,Operations Manager,Full-Time,Permanent,B5,16.6,1.2,91.0,6,27,17,62.96,72.92,65.07,75.2,78.5,75.22,70.91,66.16,0.0,5,44.02,71.19,Good,Training
E0209,Rishabh Gadkari,44,Customer Support,Support Executive,Full-Time,Permanent,B4,10.6,3.4,90.2,10,58,43,74.14,67.83,71.92,68.45,61.46,66.66,74.1,68.91,19.5,5,52.36,70.62,Good,Training
E0210,Jamunadas Mohapatra,41,AI & Data Science,Data Scientist,Part-Time,12 Months,B4,14.6,2.3,96.5,7,17,13,76.47,79.21,75.52,84.48,70.35,71.84,75.77,84.61,3.8,25,65.18,78.91,Good,Incentive
E0211,Urmila Modi,34,Customer Support,Customer Success Associate,Part-Time,12 Months,B4,9.6,0.2,93.6,6,48,29,60.42,57.46,64.37,67.4,72.02,65.45,65.77,72.15,11.5,40,89.97,68.68,Average,Training
E0212,Ashwini Vishwakarma,41,AI & Data Science,Data Scientist,Full-Time,Permanent,B4,10.0,0.0,91.9,4,15,13,86.67,84.68,82.28,82.44,66.55,75.83,82.52,73.39,2.5,15,64.58,81.07,Excellent,Incentive
E0213,Gagan Wahal,29,Human Resources,HR Executive,Full-Time,Permanent,B3,5.2,0.2,96.4,0,21,12,57.14,56.51,57.41,55.15,66.16,54.34,63.31,70.42,0.0,15,65.45,62.86,Average,Training
E0214,Suyash Sardana,53,Finance,Finance Executive,Full-Time,Permanent,B5,26.4,1.6,94.7,8,26,15,57.69,68.9,60.66,69.79,77.96,85.06,64.31,71.63,2.1,15,60.49,69.9,Average,Training
E0215,Chandan Mittal,41,Human Resources,HR Executive,Full-Time,Permanent,B4,12.9,12.2,92.8,3,35,25,71.43,74.02,74.8,78.22,66.53,75.25,74.76,73.76,0.2,25,77.5,75.77,Good,Training
E0216,Tanuja Dixit,38,Customer Support,Support Executive,Full-Time,Permanent,B4,13.2,5.7,93.0,10,38,28,73.68,71.96,73.84,78.06,73.7,80.03,69.27,71.68,8.8,5,39.61,74.33,Good,Training
E0217,Mehul Supriyo,57,Customer Support,Support Executive,Full-Time,Permanent,B4,14.6,12.5,76.5,18,60,37,61.67,66.53,66.74,70.83,68.91,64.55,65.04,61.15,22.9,15,55.01,66.69,Average,Training
E0218,Pratiksha Shorey,43,Sales,Business Development Executive,Full-Time,Permanent,B5,18.3,12.6,94.5,6,21,14,66.67,73.62,71.53,65.89,74.26,72.46,72.71,59.82,0.0,20,76.7,72.62,Good,Training
E0219,Jagdish Chaudhari,45,Operations,Operations Executive,Full-Time,Permanent,B3,6.5,3.5,84.5,8,24,14,58.33,56.3,63.27,63.76,72.34,59.62,61.87,68.35,0.8,10,42.06,63.53,Average,Training
E0220,Umakant Khattar,36,Information Technology,Software Engineer,Full-Time,Permanent,B4,10.8,8.2,91.0,8,35,24,68.57,72.07,71.69,81.64,71.36,64.97,72.77,76.66,12.4,25,76.9,74.9,Good,Training
E0221,Harshit Shirke,27,Human Resources,HR Executive,Full-Time,Permanent,B2,3.7,2.8,83.1,12,34,21,61.76,60.2,59.31,70.59,67.31,61.37,65.21,62.5,8.3,40,98.17,67.18,Average,Training
E0222,Deepti Goswami,51,Sales,Sales Executive,Full-Time,Permanent,B3,7.7,1.6,91.0,10,44,32,72.73,69.3,71.81,76.32,76.75,56.39,70.76,64.83,13.1,25,63.59,73.08,Good,Training
E0223,Rajnath Nath,40,Information Technology,Cloud Engineer,Full-Time,Permanent,B4,10.8,10.2,74.2,21,18,7,38.89,43.11,51.26,60.15,63.85,70.89,50.95,59.15,0.0,25,67.16,55.22,Needs Improvement,PIP
E0224,Geetika Dholakia,31,Information Technology,System Administrator,Full-Time,Permanent,B2,4.9,0.8,83.2,15,29,18,62.07,61.98,69.41,69.53,78.29,66.98,73.28,81.09,13.7,30,70.74,70.2,Good,Training
E0225,Natasha Thackeray,39,Human Resources,HR Executive,Full-Time,Permanent,B4,13.6,7.1,94.4,5,28,23,82.14,75.1,74.78,83.17,77.18,74.99,75.41,88.27,8.0,30,91.56,80.95,Excellent,Training
E0226,Sanjana Supriyo,29,Human Resources,Talent Acquisition Specialist,Part-Time,6 Months,B2,3.4,1.9,96.2,5,24,18,75.0,78.97,79.04,84.26,75.55,60.4,81.01,75.76,6.8,40,98.33,80.54,Excellent,Incentive
E0227,Nikita Deshmukh,31,AI & Data Science,Data Scientist,Part-Time,12 Months,B3,6.3,3.9,91.2,2,26,16,61.54,58.89,66.1,61.01,72.07,61.23,65.53,79.24,0.0,15,53.16,66.42,Average,Training
E0228,Gayatri Bisht,24,Customer Support,Support Executive,Full-Time,Permanent,B1,0.8,0.2,88.6,12,56,44,78.57,80.61,82.24,86.08,84.65,62.39,82.1,77.23,21.7,30,79.85,81.53,Excellent,Incentive
E0229,Rishabh Damani,41,Finance,Finance Executive,Full-Time,Permanent,B5,18.9,9.8,93.7,10,27,19,70.37,72.27,73.27,65.74,67.87,71.12,74.35,66.6,0.0,25,63.86,72.2,Good,Training
E0230,Sheetalaprasad Srivastava,23,Finance,Accountant,Full-Time,Permanent,B1,0.8,0.8,90.7,8,30,18,60.0,64.39,61.33,68.46,67.1,51.72,65.45,76.48,6.3,25,85.18,67.85,Average,Training
E0231,Manish Sonkar,39,AI & Data Science,ML Engineer,Full-Time,Permanent,B4,10.9,4.2,97.0,2,27,16,59.26,65.65,60.08,60.93,76.53,71.69,62.23,63.97,8.8,10,47.7,66.52,Average,Training
E0232,Anamika Singhi,47,Information Technology,DevOps Engineer,Contract,6 Months,B5,17.9,4.5,94.3,10,40,28,70.0,63.1,72.41,66.4,72.24,72.81,67.33,74.78,16.8,25,68.62,71.62,Good,Training
E0233,Indu Sinha,28,Information Technology,Software Engineer,Full-Time,Permanent,B2,2.2,0.1,93.0,7,17,11,64.71,60.42,64.44,61.5,73.9,57.35,67.49,74.25,0.0,20,69.47,67.78,Average,Training
E0234,Nagesh Bind,41,Information Technology,DevOps Engineer,Part-Time,12 Months,B5,16.8,1.1,90.6,6,25,16,64.0,68.32,67.96,73.94,66.37,77.89,71.78,76.41,0.0,50,87.09,72.49,Good,Training
E0235,Suhasini Das,49,Operations,Operations Executive,Full-Time,Permanent,B5,19.4,18.0,92.5,9,35,27,77.14,81.78,82.17,74.89,66.77,70.45,78.41,70.64,9.9,15,62.88,77.44,Good,Incentive
E0236,Anushree Sahay,41,Information Technology,Cloud Engineer,Full-Time,Permanent,B2,4.9,1.0,87.1,9,24,19,79.17,77.83,76.11,67.51,70.6,62.16,77.8,78.46,0.0,5,36.89,73.63,Good,Training
E0237,Divya Gautam,25,Finance,Accountant,Full-Time,Permanent,B1,1.1,0.2,94.3,7,34,26,76.47,80.93,76.88,81.48,75.47,61.89,78.3,86.21,3.7,25,82.49,79.79,Good,Incentive
E0238,Vedika Hajariya,50,Information Technology,Software Engineer,Contract,24 Months,B5,18.2,3.0,90.9,3,40,28,70.0,76.15,75.21,72.13,68.28,75.39,70.74,61.44,9.2,20,78.77,74.26,Good,Training
E0239,Saket Saini,42,Information Technology,Software Engineer,Full-Time,Permanent,B3,8.0,0.7,94.0,10,19,16,84.21,75.57,83.58,82.64,84.39,62.12,81.82,79.28,4.7,25,65.82,81.19,Excellent,Incentive
E0240,Arijit Gujjar,23,Sales,Business Development Executive,Full-Time,Permanent,B1,0.9,0.6,90.4,9,48,32,66.67,61.64,66.78,71.15,73.45,51.22,69.5,67.24,3.4,20,59.81,68.71,Average,Training
E0241,Ketki Rawat,50,Operations,Process Analyst,Full-Time,Permanent,B4,10.3,1.2,97.1,1,26,15,57.69,64.49,64.03,63.98,81.26,67.46,66.99,82.24,0.0,25,63.77,69.39,Average,Training
